,song_names,sentences
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and they saw that it was good
The Gods Made Heavy Metal,The Gods Made Heavy Metal,they said to play it louder than hell
The Gods Made Heavy Metal,The Gods Made Heavy Metal,we promised that we would
The Gods Made Heavy Metal,The Gods Made Heavy Metal,when losers say its over with you know that its a lie
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and its never gonna die
The Gods Made Heavy Metal,The Gods Made Heavy Metal,we are the true believers
The Gods Made Heavy Metal,The Gods Made Heavy Metal,its our turn to show the world
The Gods Made Heavy Metal,The Gods Made Heavy Metal,in the fire of heavy metal we were burned
The Gods Made Heavy Metal,The Gods Made Heavy Metal,its more than our religion its the only way to live
The Gods Made Heavy Metal,The Gods Made Heavy Metal,but the enemies of metal we cant forgive
The Gods Made Heavy Metal,The Gods Made Heavy Metal,cause we believe in the power and the might
The Gods Made Heavy Metal,The Gods Made Heavy Metal,and the gods who made metal are with us tonight
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and they saw that it was good
The Gods Made Heavy Metal,The Gods Made Heavy Metal,they said to play it louder than hell
The Gods Made Heavy Metal,The Gods Made Heavy Metal,we promised that we would
The Gods Made Heavy Metal,The Gods Made Heavy Metal,when losers say its over with you know that its a lie
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and its never gonna die
The Gods Made Heavy Metal,The Gods Made Heavy Metal,we believe in the power and the might
The Gods Made Heavy Metal,The Gods Made Heavy Metal,and the gods who made metal are with us tonight
The Gods Made Heavy Metal,The Gods Made Heavy Metal,were here tonight for heavy metal are you ready in the hall
The Gods Made Heavy Metal,The Gods Made Heavy Metal,they have chosen us and we have heard the call
The Gods Made Heavy Metal,The Gods Made Heavy Metal,gonna tear the roof off with out sound
The Gods Made Heavy Metal,The Gods Made Heavy Metal,crack the walls and shake the ground
The Gods Made Heavy Metal,The Gods Made Heavy Metal,fight tonight for metal one and all
The Gods Made Heavy Metal,The Gods Made Heavy Metal,cause we believe in the power and the might
The Gods Made Heavy Metal,The Gods Made Heavy Metal,and the gods who made metal are with us tonight
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and they saw that it was good
The Gods Made Heavy Metal,The Gods Made Heavy Metal,they said to play it louder than hell
The Gods Made Heavy Metal,The Gods Made Heavy Metal,we promised that we would
The Gods Made Heavy Metal,The Gods Made Heavy Metal,when losers say its over with you know that its a lie
The Gods Made Heavy Metal,The Gods Made Heavy Metal,the gods made heavy metal and its never gonna die
Courage,Courage,some want to think hope is lost see me stand alone
Courage,Courage,i cant do what others may want then ill have no home
Courage,Courage,so for now wave good bye and leave your hands held high
Courage,Courage,hear this song of courage long into the night
Courage,Courage,so for now wave good bye leave your hands held high
Courage,Courage,hear this song of courage long into the night
Courage,Courage,and the wind will bear my cry to all who hope to fly
Courage,Courage,hear this song of courage ride into the night
Courage,Courage,battles are fought by those with the courage to believe
Courage,Courage,they are won by those who find the heart
Courage,Courage,find a heart to share
Courage,Courage,this heart that fills the soul will point the way to victory
Courage,Courage,if theres a fight then ill be there ill be there
Courage,Courage,so for now wave good bye leave your hands held high
Courage,Courage,hear this song of courage long into the night
Courage,Courage,and the wind will bear my cry to all who hope to fly
Courage,Courage,lift your wings up high my friend fearless to the end
Courage,Courage,so for now wave good bye leave your hands held high
Courage,Courage,hear this song of courage long into the night
Number 1,Number 1,we belong to the world we belong to the wind
Number 1,Number 1,we are the spirit of competitions end
Number 1,Number 1,turning hours into days burning muscles feel the pain
Number 1,Number 1,the heart and soul of discipline my friends
Number 1,Number 1,we are sending you a challenge its very clear
Number 1,Number 1,we came to win that is why we are here
Number 1,Number 1,demanding to be tested by the best
Number 1,Number 1,not to be forgotten like all the rest
Number 1,Number 1,the time has come all training done
Number 1,Number 1,the muscle and the blood will come to pay
Number 1,Number 1,let the game begin hear the starting gun
Number 1,Number 1,play from the heart today we will overcome
Number 1,Number 1,when the game is over all the counting is done
Number 1,Number 1,we were born to win number 1
Number 1,Number 1,today is the day all the training through
Number 1,Number 1,we have come for the number one not the number two
Number 1,Number 1,let the contest begin play hard fight to win
Number 1,Number 1,immortality victory and fame
Number 1,Number 1,the time has come all training done
Number 1,Number 1,the muscle and the blood will come to pay
Number 1,Number 1,let the game begin hear the starting gun
Number 1,Number 1,play from the heart today we will overcome
Number 1,Number 1,when the game is over all the counting is done
Number 1,Number 1,we were born to win number 1
Number 1,Number 1,today is the day all the training through
Number 1,Number 1,we have come for the number one not the number two
Number 1,Number 1,let the contest begin play hard fight to win
Number 1,Number 1,immortality victory and fame
Number 1,Number 1,let the game begin hear the starting gun
Number 1,Number 1,play from the heart today we will overcome
Number 1,Number 1,when the game is over all the counting is done
Number 1,Number 1,we were born to win number 1
Outlaw,Outlaw,im a stranger in town and my guns never cold
Outlaw,Outlaw,im a gabler so bet on your life 
Outlaw,Outlaw,youll never live to grow old
Outlaw,Outlaw,i deal in lead i wont step aside
Outlaw,Outlaw,where troubles waitin well so am i
Outlaw,Outlaw,i live for the fight the thrill of the kill
Outlaw,Outlaw,paid in gold for the blood i spill
Outlaw,Outlaw,outlaw outlaw outlaw ride
Outlaw,Outlaw,into the west a gun by your side
Outlaw,Outlaw,hell and glory honor and pride
Outlaw,Outlaw,a gun will decide where the outlaws ride
Outlaw,Outlaw,the law of the west was the law of the gun
Outlaw,Outlaw,shoot and be fast lives on the run
Outlaw,Outlaw,stay alive be fast on the draw
Outlaw,Outlaw,live by the gun or die by the law
Outlaw,Outlaw,outlaw outlaw outlaw ride
Outlaw,Outlaw,into the west a gun by your side
Outlaw,Outlaw,hell and glory honor and pride
Outlaw,Outlaw,a gun will decide where the outlaws ride
Outlaw,Outlaw,shot trough the heart in the blink of an eye
Outlaw,Outlaw,buried up on boot hill
Outlaw,Outlaw,life is cheap when the bounty is high
Outlaw,Outlaw,so be ready to kill
Outlaw,Outlaw,the law of the west was the law of the gun
Outlaw,Outlaw,shoot and be fast lives on the run
Outlaw,Outlaw,stay alive be fast on the draw
Outlaw,Outlaw,live by the gun or die by the law
Outlaw,Outlaw,shot of whisky ill be on my way
Outlaw,Outlaw,back in the saddle pull on the reins
Outlaw,Outlaw,spurs to the beast over the hill
Outlaw,Outlaw,another town one more kill
Outlaw,Outlaw,outlaw outlaw outlaw ride
Outlaw,Outlaw,into the west a gun by your side
Outlaw,Outlaw,hell and glory honor and pride
Outlaw,Outlaw,a gun will decide where the outlaws ride
King,King,now is the time to reach for the sky
King,King,gather the wind hear the voice to fly
King,King,to know why they sing about heroes and kings
King,King,who were brave and not afraid to die
King,King,look and youll see that a new day will bring
King,King,the will to go on and fight trough endless suffering
King,King,for all who believe wait a crown a ring
King,King,the power of the man who would be king
King,King,the power of the man who would be king
King,King,into the fight of hopes and dreams
King,King,the master of the wind knows nothings what it seems
King,King,the melting of the soul the wish of those who scheme
King,King,the taking of the will by destroyers of the dream
King,King,they live to spread the fear of the wrong of right of self
King,King,they want us all to live like books upon a shelf
King,King,but we know we have the power to fight and make a stand
King,King,strike when we are challenged all across the land to be king
King,King,fight for the crown fight for the ring
King,King,were fighting the world we fight for the king
King,King,time to face the world let brothers never fight
King,King,forever forge ahead and keep the dream in sight
King,King,for those who never try they are sure to fail 
King,King,the hearts a righteous wind that comes to fill the sail
King,King,for the glory of the king we fight to stay alive
King,King,by the power of the will the spirit to survive to be king
King,King,fight for the crown fight for the ring
King,King,were fighting the world we fight for the king
King,King,all of the dreams held deep inside have a meaning to the soul
King,King,freedom to bring a thought to the wing is waiting to unfold
King,King,for the crown and the ring
King,King,the power of the men who would be king
King,King,fight for the crown fight for the ring
King,King,were fighting the world we fight for the king
King,King,for the glory of the king we fight to stay alive   fight  
King,King,by the power of the will the spirit to survive   fight  
King,King,across the gates of heaven beyond the gates of hell   fight  
King,King,we fought to stay together
King,King,we have won and have lived to tell who would be king
King,King,fight for the crown fight for the ring
King,King,were fighting the world we fight for the king
The Power,The Power,ive got the power to fly into the wind
The Power,The Power,the power to be free to die and live again
The Power,The Power,this powers like fire fire loves to burn
The Power,The Power,make the world a grave of ashes in a urn
The Power,The Power,the power in the darkness to see without my sight
The Power,The Power,the power of the magic the power of the spell
The Power,The Power,not to serve in heaven but one day rule in hell
The Power,The Power,power the power the power
The Power,The Power,this powers greater than love and of hate
The Power,The Power,this is the power of will and of fate 
The Power,The Power,the power of blood the triumph of steel
The Power,The Power,greater than the power of a priest or a sinner
The Power,The Power,the power to defy to fight and be the winner
The Power,The Power,the power of the demons spirits i command
The Power,The Power,always by my side to serve the masters plan
The Power,The Power,power the power the power
The Power,The Power,none can fight the power none can fight the wind
The Power,The Power,secrets of all life and death are carried there within
The Power,The Power,call out to the power of the darkness and light
The Power,The Power,have dominion of the earth be lord of all the night
The Power,The Power,kill all those who stand against you look into their eyes
The Power,The Power,drink their blood and laugh as they pay for all their lies
The Power,The Power,piss upon their grave then cast a final spell
The Power,The Power,fly into the night one day meet in hell
The Power,The Power,power the power the power
Fighting the World,Fighting the World,fight fight fight
Fighting the World,Fighting the World,fighting the world every single day 
Fighting the World,Fighting the World,fighting the world for the right to play
Fighting the World,Fighting the World,heavy metal in my brain
Fighting the World,Fighting the World,im fighting for metal cause its here to stay
Fighting the World,Fighting the World,fighting fighting fighting the world 
Fighting the World,Fighting the World,i been fighting the world
Fighting the World,Fighting the World,fighting fighting fighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight 
Fighting the World,Fighting the World,now people keep asking if were going to change
Fighting the World,Fighting the World,i lookem in the eye
Fighting the World,Fighting the World,tellem no way
Fighting the World,Fighting the World,strips on a tiger dont wash away
Fighting the World,Fighting the World,manowars made of steel not clay
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing the world
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight yeah
Fighting the World,Fighting the World,see my brother standing by my side
Fighting the World,Fighting the World,only got one thing in our mind
Fighting the World,Fighting the World,radio playing this nation wide
Fighting the World,Fighting the World,turn it up loudertil we all get fried
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing the world
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Kings of Metal,Kings of Metal,manowar manowar living on the road
Kings of Metal,Kings of Metal,when were in town speakers explode
Kings of Metal,Kings of Metal,we dont attract wimps cause were too loud
Kings of Metal,Kings of Metal,just true metal people thats manowars crowd
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,we like it hard we like it fast
Kings of Metal,Kings of Metal,we got the biggest amps man they blast
Kings of Metal,Kings of Metal,true metal people want to rock not pose
Kings of Metal,Kings of Metal,wearin jeans and leather not cracker jack clothes
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,were the kings of metal commin to town
Kings of Metal,Kings of Metal,when we light up have the roof nailed down
Kings of Metal,Kings of Metal,dont try to tell us that were too loud
Kings of Metal,Kings of Metal,cause there aint no way that well ever turn down
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
The Demon's Whip,The Demon's Whip,black candles slowly burning white fangs and flashing eyes
The Demon's Whip,The Demon's Whip,hells wind and incantations summon living fire
The Demon's Whip,The Demon's Whip,darkest forces and your demons black order black king
The Demon's Whip,The Demon's Whip,the cult that serves the living accept this offering
The Demon's Whip,The Demon's Whip,black candles slowly burning white fangs and flashing eyes
The Demon's Whip,The Demon's Whip,hells wind and incantations summon living fire
The Demon's Whip,The Demon's Whip,as the seven steps await hear the great bell toll
The Demon's Whip,The Demon's Whip,with a dead mans bones conjure the enemy of the soul
The Demon's Whip,The Demon's Whip,from the misery and sadness of the molten seas of hell
The Demon's Whip,The Demon's Whip,mystic love and mystic symbols in evil dreams there dwell
The Demon's Whip,The Demon's Whip,darkest forces and your demons black order black king
The Demon's Whip,The Demon's Whip,the cult that serves the living accept this offering
The Demon's Whip,The Demon's Whip,a deadly drink a meal of hearts now sacrifice and die
The Demon's Whip,The Demon's Whip,in darkness and destruction behold the evil eye
The Demon's Whip,The Demon's Whip,and the demons whip
The Demon's Whip,The Demon's Whip,armies of the gods of hell ride across the astral plane
The Demon's Whip,The Demon's Whip,bearing curses of destruction sworn beyond the grave
The Demon's Whip,The Demon's Whip,children of the darkness all born but to deceive
The Demon's Whip,The Demon's Whip,by the ancient code of evil grant not one reprieve
The Demon's Whip,The Demon's Whip,in the place where evil dwells death can live when all life dies
The Demon's Whip,The Demon's Whip,wage eternal war on heaven immortal hate below the sky
The Demon's Whip,The Demon's Whip,your scripture and your sermons are leaves born on the wind
The Demon's Whip,The Demon's Whip,to heal the unrepentant one needs a greater sin
The Demon's Whip,The Demon's Whip,night winds oblivion see my dark desire
The Demon's Whip,The Demon's Whip,come forth appear he is living fire
The Demon's Whip,The Demon's Whip,feel the demons whip
The Demon's Whip,The Demon's Whip,armies of the gods of hell ride across the astral plane
The Demon's Whip,The Demon's Whip,bearing curses of destruction sworn beyond the grave
The Demon's Whip,The Demon's Whip,children of the darkness all born but to deceive
The Demon's Whip,The Demon's Whip,by the ancient code of evil grant not one reprieve
The Demon's Whip,The Demon's Whip,in the place where evil dwells death can live when all life dies
The Demon's Whip,The Demon's Whip,wage eternal war on heaven immortal hate below the sky
The Demon's Whip,The Demon's Whip,your scripture and your sermons are leaves borne on the wind
The Demon's Whip,The Demon's Whip,to heal the unrepentant one needs a greater sin
The Demon's Whip,The Demon's Whip,feel the demons whip
The Warrior's Prayer,The Warrior's Prayer,grand father tell me a story
The Warrior's Prayer,The Warrior's Prayer,all right go and get your storybook
The Warrior's Prayer,The Warrior's Prayer,no no not one of those a real story
The Warrior's Prayer,The Warrior's Prayer,a real story
The Warrior's Prayer,The Warrior's Prayer,yes tell me about when you were a boy
The Warrior's Prayer,The Warrior's Prayer,well then i shall have to take you back
The Warrior's Prayer,The Warrior's Prayer,with me a long way in time
The Warrior's Prayer,The Warrior's Prayer,it was my thirteenth year on a cold winters
The Warrior's Prayer,The Warrior's Prayer,day as i walked through the enchanted forest
The Warrior's Prayer,The Warrior's Prayer,i heard the sounds of horses and men at arms
The Warrior's Prayer,The Warrior's Prayer,i felt compelled to walk on and find the place
The Warrior's Prayer,The Warrior's Prayer,of these sounds and when the forest did clear
The Warrior's Prayer,The Warrior's Prayer,i was standing on a hill before me there was
The Warrior's Prayer,The Warrior's Prayer,a great plane atoned the armies of the world
The Warrior's Prayer,The Warrior's Prayer,standing waiting i thought to myself for
The Warrior's Prayer,The Warrior's Prayer,whom or for what are they waiting 
The Warrior's Prayer,The Warrior's Prayer,suddenly a gust of wind come up from the north
The Warrior's Prayer,The Warrior's Prayer,there appeared a lone rider holding a sword of
The Warrior's Prayer,The Warrior's Prayer,steel then from the south came another bearing
The Warrior's Prayer,The Warrior's Prayer,a battle axe from the east came a third
The Warrior's Prayer,The Warrior's Prayer,holding a spiked club and finally from the
The Warrior's Prayer,The Warrior's Prayer,west a rider who wielded a great hammer of war
The Warrior's Prayer,The Warrior's Prayer,with them came their soldiers of death followed
The Warrior's Prayer,The Warrior's Prayer,by an army of immortals they were few in
The Warrior's Prayer,The Warrior's Prayer,number but the look in their eyes told all
The Warrior's Prayer,The Warrior's Prayer,who beheld them that they would leave this
The Warrior's Prayer,The Warrior's Prayer,day only in victory or death and there was
The Warrior's Prayer,The Warrior's Prayer,a great silence
The Warrior's Prayer,The Warrior's Prayer,my heart began to pound storm clouds filled
The Warrior's Prayer,The Warrior's Prayer,the sky with darkness rain came and four
The Warrior's Prayer,The Warrior's Prayer,winds blew with such anger that i held fast to
The Warrior's Prayer,The Warrior's Prayer,a tree i watched the four riders raise their
The Warrior's Prayer,The Warrior's Prayer,weapons into the air without warning screaming
The Warrior's Prayer,The Warrior's Prayer,their war cry they led the attack down to the
The Warrior's Prayer,The Warrior's Prayer,battle they ride they met the armies of the
The Warrior's Prayer,The Warrior's Prayer,world with a mighty clash i could feel the
The Warrior's Prayer,The Warrior's Prayer,ground shake the earth drank much blood that day
The Warrior's Prayer,The Warrior's Prayer,each of the four was into himself a whirlwind
The Warrior's Prayer,The Warrior's Prayer,of doom
The Warrior's Prayer,The Warrior's Prayer,when the smoke did clear many thousands were
The Warrior's Prayer,The Warrior's Prayer,dead there was much blood and gore their
The Warrior's Prayer,The Warrior's Prayer,bodies lay broken and scattered across the
The Warrior's Prayer,The Warrior's Prayer,battle field like brown leaves blown by the
The Warrior's Prayer,The Warrior's Prayer,wind and i saw the for ride together to the
The Warrior's Prayer,The Warrior's Prayer,top of the hill while below them the soldiers
The Warrior's Prayer,The Warrior's Prayer,of death assembled all those who would now
The Warrior's Prayer,The Warrior's Prayer,swear allegiance to them
The Warrior's Prayer,The Warrior's Prayer,and the four spoke the words of the
The Warrior's Prayer,The Warrior's Prayer,warriors prayer
The Warrior's Prayer,The Warrior's Prayer,gods of war i call you my sword is by my side
The Warrior's Prayer,The Warrior's Prayer,i seek a life of honor free from all false pride
The Warrior's Prayer,The Warrior's Prayer,i will crack the whip with a bold mighty hail
The Warrior's Prayer,The Warrior's Prayer,cover me with death if i should ever fail
The Warrior's Prayer,The Warrior's Prayer,glory majesty unity   hail hail hail
The Warrior's Prayer,The Warrior's Prayer,and as i stood and looked on i heard the armies
The Warrior's Prayer,The Warrior's Prayer,of the world hail them without end and their
The Warrior's Prayer,The Warrior's Prayer,voices of victory carried long and fat throughout
The Warrior's Prayer,The Warrior's Prayer,the land
The Warrior's Prayer,The Warrior's Prayer,well thats it did you like the story
The Warrior's Prayer,The Warrior's Prayer,yeah it was great
The Warrior's Prayer,The Warrior's Prayer,oh good im glad now off to bed with you
The Warrior's Prayer,The Warrior's Prayer,grandfather
The Warrior's Prayer,The Warrior's Prayer,yes
The Warrior's Prayer,The Warrior's Prayer,who were those four men
The Warrior's Prayer,The Warrior's Prayer,who were they they were the metal kings
Defender,Defender,when you are old enough to read this words
Defender,Defender,their meaning will unfold
Defender,Defender,these words all thats left
Defender,Defender,and though weve never meet my only son
Defender,Defender,i hope you know
Defender,Defender,that i would have been there to watch you grow
Defender,Defender,but my call was heard and i did go
Defender,Defender,now your mission lies ahead of you
Defender,Defender,as it did mine so long ago
Defender,Defender,to help the helpless ones who all look up to you
Defender,Defender,and to defend them to the end
Defender,Defender,defender
Defender,Defender,ride like the wind
Defender,Defender,fight proud my son
Defender,Defender,youre the defender
Defender,Defender,god has sent
Defender,Defender,fatherfatherfather
Defender,Defender,i look up to you and heed thy call
Defender,Defender,this letter ends my search
Defender,Defender,ill live your dream now passed on to me
Defender,Defender,and i now wait to shake the hand of fate
Defender,Defender,like the dusk awaiting dawn
Defender,Defender,so wizards cast your spell
Defender,Defender,with no heart to do me well
Defender,Defender,so its writtenit shall be
Defender,Defender,defender
Defender,Defender,ride like the wind
Defender,Defender,fight proud my son
Defender,Defender,youre the defender
Defender,Defender,god has sent
The Crown and the Ring,The Crown and the Ring,from a battle ive come
The Crown and the Ring,The Crown and the Ring,to a battle i ride
The Crown and the Ring,The Crown and the Ring,blazing up to the sky
The Crown and the Ring,The Crown and the Ring,chains of fate
The Crown and the Ring,The Crown and the Ring,hold a firey stride 
The Crown and the Ring,The Crown and the Ring,ill see you again when i die
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,heroes await me
The Crown and the Ring,The Crown and the Ring,my enemies ride fast
The Crown and the Ring,The Crown and the Ring,knowing not this rides their last
The Crown and the Ring,The Crown and the Ring,saddle my horse as i drink my last ale
The Crown and the Ring,The Crown and the Ring,bow string and steel will prevail
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,odin i await thee
The Crown and the Ring,The Crown and the Ring,your true son am i
The Crown and the Ring,The Crown and the Ring,i hail you now as i die
The Crown and the Ring,The Crown and the Ring,i pledge you my sword and to no man i kneel
The Crown and the Ring,The Crown and the Ring,ours is the kingdom of steel
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,kingdom come
The Crown and the Ring,The Crown and the Ring,see the white light
The Crown and the Ring,The Crown and the Ring,the light within
The Crown and the Ring,The Crown and the Ring,be your own disciple
The Crown and the Ring,The Crown and the Ring,fan the sparks of will
The Crown and the Ring,The Crown and the Ring,for all of us waiting
The Crown and the Ring,The Crown and the Ring,our kingdom has come
The Crown and the Ring,The Crown and the Ring,rays of power shinning
The Crown and the Ring,The Crown and the Ring,rays of magic fall
The Crown and the Ring,The Crown and the Ring,on the golden voice that speaks within us all
The Crown and the Ring,The Crown and the Ring,for all of us waiting
The Crown and the Ring,The Crown and the Ring,your kingdom will come
Blow Your Speakers,Blow Your Speakers,wrote a letter to the mtv 
Blow Your Speakers,Blow Your Speakers,whats goin on now
Blow Your Speakers,Blow Your Speakers,dont ya care about me
Blow Your Speakers,Blow Your Speakers,sent the same letter to the radio
Blow Your Speakers,Blow Your Speakers,but my party went dead
Blow Your Speakers,Blow Your Speakers,like a shot in the head
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we got lots of stations
Blow Your Speakers,Blow Your Speakers,around the nation
Blow Your Speakers,Blow Your Speakers,and the stuff theyre playing
Blow Your Speakers,Blow Your Speakers,it just aint worth my sayin
Blow Your Speakers,Blow Your Speakers,people want music to getem movin
Blow Your Speakers,Blow Your Speakers,we dont want labels
Blow Your Speakers,Blow Your Speakers,we want music on the table
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we got lots of stations
Blow Your Speakers,Blow Your Speakers,around the nation
Blow Your Speakers,Blow Your Speakers,and the stuff theyre playing
Blow Your Speakers,Blow Your Speakers,it just aint worth my sayin
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show 
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Metal Warriors,Metal Warriors,every one of us has heard the call 
Metal Warriors,Metal Warriors,brothers of true metal proud and standing tall 
Metal Warriors,Metal Warriors,we know the power within us has brought us to this hall
Metal Warriors,Metal Warriors,theres magic in the metal theres magic is us all
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers leave the hall 
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers go on get out 
Metal Warriors,Metal Warriors,leave the hall
Metal Warriors,Metal Warriors,now the world must listen to our decree 
Metal Warriors,Metal Warriors,we dont turn down for anyone we do just what we please 
Metal Warriors,Metal Warriors,got to make it louder all men play on ten 
Metal Warriors,Metal Warriors,if youre not into metal you are not my friend
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers leave the hall
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers i said 
Metal Warriors,Metal Warriors,leave the hall
Metal Warriors,Metal Warriors,now the world must listen to our decree 
Metal Warriors,Metal Warriors,we dont turn down for anyone we do just what we please
Metal Warriors,Metal Warriors,got to make it louder all men play on ten 
Metal Warriors,Metal Warriors,if youre not into metal you are not my friend
Metal Warriors,Metal Warriors,theres metal in the air tonite can you hear it call
Metal Warriors,Metal Warriors,if you aint got the balls to take it you can
Metal Warriors,Metal Warriors,leave the hall
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers leave the hall
Metal Warriors,Metal Warriors,heavy metal or no metal at all whimps and posers leave the hall
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",full moon light is calling me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",my kigndom lies within
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the mystic soul and lions heart
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",brought by the talisman
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the ecstasy of battle takes me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",where the falcons fly
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",immortal youth was granted me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i will never die
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born to teach them all to heel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",pounded by the hammers
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",of the giants of the world
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i can see in darkness
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",im the overlord
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",single combat i await
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",my shadow brings them fear
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the spikes upon my chariot
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",will grind them when theyre near
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
