,song_names,sentences
Riders of the Storm,Riders of the Storm,let us choose our own destiny
Riders of the Storm,Riders of the Storm,riders of the storm   one with the wind defenders of
Riders of the Storm,Riders of the Storm,creation
Riders of the Storm,Riders of the Storm,riders of the storm   aligned with the sun
Riders of the Storm,Riders of the Storm,speak the word of nemesis
Riders of the Storm,Riders of the Storm,call for thunder call for rain
Riders of the Storm,Riders of the Storm,let us meet our genesis
Riders of the Storm,Riders of the Storm,save us from the unholy pain
Riders of the Storm,Riders of the Storm,riders of the storm   one with the wind defenders of
Riders of the Storm,Riders of the Storm,creation
Riders of the Storm,Riders of the Storm,riders of the storm   aligned with the sun
Heeding the Call,Heeding the Call,a flash in the night a journey through time
Heeding the Call,Heeding the Call,the templars are back on the streets
Heeding the Call,Heeding the Call,guarded by prowess and the will to survive
Heeding the Call,Heeding the Call,all led by the guiding light
Heeding the Call,Heeding the Call,angels of mercy guardians of time
Heeding the Call,Heeding the Call,shackled and chained through the eternal flame
Heeding the Call,Heeding the Call,the hammer will slowly arise
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are
Heeding the Call,Heeding the Call,heeding the call
Heeding the Call,Heeding the Call,one step ahead revealing the past
Heeding the Call,Heeding the Call,united together we stand
Heeding the Call,Heeding the Call,the call of the thunder the sign to begin
Heeding the Call,Heeding the Call,this final crusade we will win
Heeding the Call,Heeding the Call,angels of mercy our journey must proceed
Heeding the Call,Heeding the Call,with hearts all filled up with chivalry
Heeding the Call,Heeding the Call,the lifeblood that we all need
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are heeding the call
Heeding the Call,Heeding the Call,oh oh oh 
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are heeding the call
Stone Cold,Stone Cold,outcast a time of war when mankind lost control
Stone Cold,Stone Cold,of life and death under surveillance
Stone Cold,Stone Cold,i watch the children pray while god just turns away
Stone Cold,Stone Cold,out in the ruins they seek shelter
Stone Cold,Stone Cold,these streets were once my home but those
Stone Cold,Stone Cold,golden days are gone now im fighting to survive
Stone Cold,Stone Cold,stone cold the end of our dream
Stone Cold,Stone Cold,the sword is on the street its kill or to be killed
Stone Cold,Stone Cold,with no exception you are on your own
Stone Cold,Stone Cold,we should have seen it all along the writings
Stone Cold,Stone Cold,on the wall tell me what have we become
Stone Cold,Stone Cold,stone cold
Stone Cold,Stone Cold,who do you believe in now when the prophecy
Stone Cold,Stone Cold,came true the final deja vu
Stone Cold,Stone Cold,these streets were once my home
Stone Cold,Stone Cold,stone cold
Hero's Return,Hero's Return,in a time of fear and confusion 
Hero's Return,Hero's Return,silence charging the air 
Hero's Return,Hero's Return,the sunlight is gone darkness lives on 
Hero's Return,Hero's Return,in the heart of the dragons lair 
Hero's Return,Hero's Return,lost in a world of illusions 
Hero's Return,Hero's Return,no trace of the missing ore 
Hero's Return,Hero's Return,stealing our souls were out of control 
Hero's Return,Hero's Return,knocking at deaths door 
Hero's Return,Hero's Return,all our beliefs fading into ashes 
Hero's Return,Hero's Return,heed the words that we pray 
Hero's Return,Hero's Return,for a heros return our hearts still yearn 
Hero's Return,Hero's Return,rise and conquer let the infidels burn 
Hero's Return,Hero's Return,now we charge the battle is raging 
Hero's Return,Hero's Return,blood runs everywhere 
Hero's Return,Hero's Return,our anger is fierce avenging the years 
Hero's Return,Hero's Return,no time for a final prayer 
Hero's Return,Hero's Return,behold the might of the hammer 
Hero's Return,Hero's Return,elliptical bolts of fire 
Hero's Return,Hero's Return,theres nowhere to run nowhere to hide 
Hero's Return,Hero's Return,youre down to the wire 
Hero's Return,Hero's Return,somewhere out there lies a new tomorrow 
Hero's Return,Hero's Return,for me and those who believe 
Hero's Return,Hero's Return,for a heros return our hearts still yearn 
Hero's Return,Hero's Return,rise and conquer let the infidels burn 
Hero's Return,Hero's Return,for a heros return our hearts still yearn 
Hero's Return,Hero's Return,rise and conquer let the infidels burn 
Hero's Return,Hero's Return,oooh
Hero's Return,Hero's Return,now ive returned from a place far beyond 
Hero's Return,Hero's Return,my mission i set let it be done 
Hero's Return,Hero's Return,we still believe in a brighter future 
Hero's Return,Hero's Return,the dreams are ours to fulfill 
Hero's Return,Hero's Return,for a heros return
Legacy of Kings,Legacy of Kings,out in the fields
Legacy of Kings,Legacy of Kings,the full moon is rising
Legacy of Kings,Legacy of Kings,enlightens the name on our shields
Legacy of Kings,Legacy of Kings,blessed with pride
Legacy of Kings,Legacy of Kings,steel on our side
Legacy of Kings,Legacy of Kings,were horsemen of thunder
Legacy of Kings,Legacy of Kings,the ground starts to shake as we ride
Legacy of Kings,Legacy of Kings,side by side
Legacy of Kings,Legacy of Kings,stormbringer led us into the unknown
Legacy of Kings,Legacy of Kings,on wings of glory we will carry on
Legacy of Kings,Legacy of Kings,legacy of kings
Legacy of Kings,Legacy of Kings,forever to survive were
Legacy of Kings,Legacy of Kings,riding on the winds
Legacy of Kings,Legacy of Kings,unchained and free alive forevermore
Legacy of Kings,Legacy of Kings,deep in the night
Legacy of Kings,Legacy of Kings,we circle around them
Legacy of Kings,Legacy of Kings,the honor compels us to fight
Legacy of Kings,Legacy of Kings,all for one
Legacy of Kings,Legacy of Kings,all hewed with steel
Legacy of Kings,Legacy of Kings,in the toil of the battle
Legacy of Kings,Legacy of Kings,our enemies fate will reveal
Legacy of Kings,Legacy of Kings,and be sealed
Legacy of Kings,Legacy of Kings,the chill of the wind keeps on calling our names
Legacy of Kings,Legacy of Kings,theres no turning back now keep hold of the flame
Legacy of Kings,Legacy of Kings,legacy of kings
Legacy of Kings,Legacy of Kings,forever to survive were
Legacy of Kings,Legacy of Kings,riding on the winds
Legacy of Kings,Legacy of Kings,unchained and free alive forevermore
Legacy of Kings,Legacy of Kings,now we are here
Legacy of Kings,Legacy of Kings,and there is nothing left to fear
Legacy of Kings,Legacy of Kings,the secrets of steel
Legacy of Kings,Legacy of Kings,the path of glory will reveal
Legacy of Kings,Legacy of Kings,legacy of kings
Legacy of Kings,Legacy of Kings,forever to survive were
Legacy of Kings,Legacy of Kings,riding on the winds
Legacy of Kings,Legacy of Kings,unchained and free alive forevermore
At the End of the Rainbow,At the End of the Rainbow,as long as i remember
At the End of the Rainbow,At the End of the Rainbow,weve marched across this land
At the End of the Rainbow,At the End of the Rainbow,oh oh 
At the End of the Rainbow,At the End of the Rainbow,reached for a new horizon
At the End of the Rainbow,At the End of the Rainbow,pulled by the killing hand
At the End of the Rainbow,At the End of the Rainbow,oh oh 
At the End of the Rainbow,At the End of the Rainbow,all fed up with lies
At the End of the Rainbow,At the End of the Rainbow,the time has come
At the End of the Rainbow,At the End of the Rainbow,to break these chains and fly
At the End of the Rainbow,At the End of the Rainbow,here we stand bound forevermore
At the End of the Rainbow,At the End of the Rainbow,were out of this world until the end
At the End of the Rainbow,At the End of the Rainbow,here we are mighty glorious
At the End of the Rainbow,At the End of the Rainbow,at the end of the rainbow
At the End of the Rainbow,At the End of the Rainbow,with gold in our hands
At the End of the Rainbow,At the End of the Rainbow,we know the treasure lies
At the End of the Rainbow,At the End of the Rainbow,beyond the pouring rain
At the End of the Rainbow,At the End of the Rainbow,oh oh 
At the End of the Rainbow,At the End of the Rainbow,our quest will last forever
At the End of the Rainbow,At the End of the Rainbow,for you its all the same
At the End of the Rainbow,At the End of the Rainbow,oh oh 
At the End of the Rainbow,At the End of the Rainbow,no one can deny
At the End of the Rainbow,At the End of the Rainbow,our futures set
At the End of the Rainbow,At the End of the Rainbow,to reach above the sky
At the End of the Rainbow,At the End of the Rainbow,here we stand bound forevermore
At the End of the Rainbow,At the End of the Rainbow,were out of this world until the end
At the End of the Rainbow,At the End of the Rainbow,here we are mighty glorious
At the End of the Rainbow,At the End of the Rainbow,at the end of the rainbow
At the End of the Rainbow,At the End of the Rainbow,with gold in our hands
At the End of the Rainbow,At the End of the Rainbow,lets fly away through the rain
At the End of the Rainbow,At the End of the Rainbow,fly high to ease the burning pain
At the End of the Rainbow,At the End of the Rainbow,oh the colors fading out
At the End of the Rainbow,At the End of the Rainbow,the light is shining in the night
At the End of the Rainbow,At the End of the Rainbow,its up to you its worth the fight
At the End of the Rainbow,At the End of the Rainbow,search before the colors fade
At the End of the Rainbow,At the End of the Rainbow,here we stand bound forevermore
At the End of the Rainbow,At the End of the Rainbow,were out of this world until the end
At the End of the Rainbow,At the End of the Rainbow,here we are mighty glorious
At the End of the Rainbow,At the End of the Rainbow,at the end of the rainbow
At the End of the Rainbow,At the End of the Rainbow,with gold in our hands
The Way of the Warrior,The Way of the Warrior,our time has come get ready fight
The Way of the Warrior,The Way of the Warrior,sisters and brothers in metal unite
The Way of the Warrior,The Way of the Warrior,the dreams that you had are about to come true
The Way of the Warrior,The Way of the Warrior,the voice of the warrior is calling for you
The Way of the Warrior,The Way of the Warrior,turn your own deeds to his gracious glory
The Way of the Warrior,The Way of the Warrior,and he will make you see
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,this is the way of the warrior
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,walking the way the honest will see
The Way of the Warrior,The Way of the Warrior,walking the way of the warrior
The Way of the Warrior,The Way of the Warrior,walking the way the way of the warrior
The Way of the Warrior,The Way of the Warrior,blood red the steel of our swords shall flow
The Way of the Warrior,The Way of the Warrior,and by the allegiance weâ´re ready to go
The Way of the Warrior,The Way of the Warrior,stout are the foe in warfare so bold
The Way of the Warrior,The Way of the Warrior,nothing can stop us the future we hold
The Way of the Warrior,The Way of the Warrior,brace up defend
The Way of the Warrior,The Way of the Warrior,never ever be outdone in bravery
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,this is the way of the warrior 
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,walking the way the honest will see
The Way of the Warrior,The Way of the Warrior,walking the way of the warrior
The Way of the Warrior,The Way of the Warrior,walking the way the way of the warrior
The Way of the Warrior,The Way of the Warrior,the saints and the sinners in battle so bright as the forces of steel will unite
The Way of the Warrior,The Way of the Warrior,the way of the warrior the call of his life shall lead us all into the light
The Way of the Warrior,The Way of the Warrior,the metal crusade will conquer all
The Way of the Warrior,The Way of the Warrior,our bonds will be stronger see the infidels fall
The Way of the Warrior,The Way of the Warrior,surrender your soul to the gods of steel
The Way of the Warrior,The Way of the Warrior,in the blood of the fallen the enemies kneel
The Way of the Warrior,The Way of the Warrior,turn your own deeds to his gracious glory
The Way of the Warrior,The Way of the Warrior,and he will make you see
The Way of the Warrior,The Way of the Warrior,brace up defend
The Way of the Warrior,The Way of the Warrior,never ever be outdone in bravery
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,this is the way of the warrior
The Way of the Warrior,The Way of the Warrior,this is the way we want it to be
The Way of the Warrior,The Way of the Warrior,walking the way the honest will see
The Way of the Warrior,The Way of the Warrior,walking the way of the warrior
The Way of the Warrior,The Way of the Warrior,walking the way the way of the warrior
The Way of the Warrior,The Way of the Warrior,this is the way we want it
The Way of the Warrior,The Way of the Warrior,this is the way we need it
The Way of the Warrior,The Way of the Warrior,this is the way of the warrior
The Way of the Warrior,The Way of the Warrior,this is the way we want it
The Way of the Warrior,The Way of the Warrior,this is the way we need it
The Way of the Warrior,The Way of the Warrior,this is the way of the warrior
The Way of the Warrior,The Way of the Warrior,this is the way
The Unforgiving Blade,The Unforgiving Blade,when the sky is turning black you fear the dawn
The Unforgiving Blade,The Unforgiving Blade,your inner voice compels you but youre all alone
The Unforgiving Blade,The Unforgiving Blade,thy secret sense lies still obscure within your
The Unforgiving Blade,The Unforgiving Blade,shattered dreams
The Unforgiving Blade,The Unforgiving Blade,and all you can do is scream
The Unforgiving Blade,The Unforgiving Blade,long ago you spoke the words of heresy
The Unforgiving Blade,The Unforgiving Blade,twenty years of running brings back memories
The Unforgiving Blade,The Unforgiving Blade,all your wisdom made me seek the truth that lied
The Unforgiving Blade,The Unforgiving Blade,beyond
The Unforgiving Blade,The Unforgiving Blade,my inner dreams
The Unforgiving Blade,The Unforgiving Blade,follow the one that fell from the crimson skies
The Unforgiving Blade,The Unforgiving Blade,i remember the words i can never forget your demise
The Unforgiving Blade,The Unforgiving Blade,and now your worlds falling down
The Unforgiving Blade,The Unforgiving Blade,for all the games that you played
The Unforgiving Blade,The Unforgiving Blade,and as your souls falling down
The Unforgiving Blade,The Unforgiving Blade,youll meet the unforgiving blade
The Unforgiving Blade,The Unforgiving Blade,should have seen it coming
The Unforgiving Blade,The Unforgiving Blade,when you rolled the dice
The Unforgiving Blade,The Unforgiving Blade,deeper and deeper falling
The Unforgiving Blade,The Unforgiving Blade,away from your paradise
The Unforgiving Blade,The Unforgiving Blade,innocent eyes observing the crimson skies
The Unforgiving Blade,The Unforgiving Blade,awaiting for someone to heal the burning lies
The Unforgiving Blade,The Unforgiving Blade,and now your worlds falling down
The Unforgiving Blade,The Unforgiving Blade,for all the games that you played
The Unforgiving Blade,The Unforgiving Blade,and as your souls falling down
The Unforgiving Blade,The Unforgiving Blade,youll meet the unforgiving blade
The Unforgiving Blade,The Unforgiving Blade,and now your
Glory to the Brave,Glory to the Brave,snow is falling down on this glorious land
Glory to the Brave,Glory to the Brave,colors fading turning into white again
Glory to the Brave,Glory to the Brave,to fallen heroes angels sting they cry their winter tears
Glory to the Brave,Glory to the Brave,endless mourning days will turn to years
Glory to the Brave,Glory to the Brave,so this is goodbye i take leave of you and
Glory to the Brave,Glory to the Brave,spread your wings and you will fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Glory to the Brave,Glory to the Brave,every solemn moment i will treasure inside
Glory to the Brave,Glory to the Brave,even though its hard to understand
Glory to the Brave,Glory to the Brave,that a silent wind can blow that candle out
Glory to the Brave,Glory to the Brave,taking everything leaving the pain far behind
Glory to the Brave,Glory to the Brave,you call out my name but your voice is fading
Glory to the Brave,Glory to the Brave,into the wind embraced youll fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Glory to the Brave,Glory to the Brave,my eyes are closed i feel youre faraway so close
Glory to the Brave,Glory to the Brave,far beyond that shining star
Glory to the Brave,Glory to the Brave,i know youll find what youve been fighting for
Glory to the Brave,Glory to the Brave,far beyond that shining star
Glory to the Brave,Glory to the Brave,down on bended knee i pray bring courage to these souls
Glory to the Brave,Glory to the Brave,make em live forever in the heart of the bold
Glory to the Brave,Glory to the Brave,so i say farewell my friends i hope well meet again
Glory to the Brave,Glory to the Brave,when my time has come to fall from the grace
Glory to the Brave,Glory to the Brave,so this is goodbye i take leave of you and
Glory to the Brave,Glory to the Brave,spread your wings and you will fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Let the Hammer Fall,Let the Hammer Fall,its getting closer now
Let the Hammer Fall,Let the Hammer Fall,the clock strikes midnight time
Let the Hammer Fall,Let the Hammer Fall,it is the tolling of the judgment bell
Let the Hammer Fall,Let the Hammer Fall,you fear the dead of night
Let the Hammer Fall,Let the Hammer Fall,there aint no place to hide
Let the Hammer Fall,Let the Hammer Fall,this is your point of no return
Let the Hammer Fall,Let the Hammer Fall,now we are ready to strike again
Let the Hammer Fall,Let the Hammer Fall,its getting far too late my friend
Let the Hammer Fall,Let the Hammer Fall,let the hammer fall
Let the Hammer Fall,Let the Hammer Fall,we are above the law
Let the Hammer Fall,Let the Hammer Fall,let our power show
Let the Hammer Fall,Let the Hammer Fall,that were in full control of your destiny
Let the Hammer Fall,Let the Hammer Fall,now we are ready to strike again
Let the Hammer Fall,Let the Hammer Fall,its getting far too late my friend
Let the Hammer Fall,Let the Hammer Fall,let the hammer fall
Let the Hammer Fall,Let the Hammer Fall,were getting closer now
Let the Hammer Fall,Let the Hammer Fall,the chill of distant eyes
Let the Hammer Fall,Let the Hammer Fall,youre on a dead end street into the night
Let the Hammer Fall,Let the Hammer Fall,now we are ready to strike again
Let the Hammer Fall,Let the Hammer Fall,its getting far too late my friend
Let the Hammer Fall,Let the Hammer Fall,let the hammer fall
Let the Hammer Fall,Let the Hammer Fall,let the hammer
Let the Hammer Fall,Let the Hammer Fall,fall
Let the Hammer Fall,Let the Hammer Fall,let the hammer fall
Renegade,Renegade,see the outlaw stands alone beneath the burning sun
Renegade,Renegade,the raging badlands now is his home
Renegade,Renegade,theres no sign of victory he lost his liberty
Renegade,Renegade,and the only woman that he loved
Renegade,Renegade,an outlaw chasing outlaws a runner in the night
Renegade,Renegade,by the radiant moon he will strike
Renegade,Renegade,the seeker of all dangers has come to take his toll
Renegade,Renegade,from the dead of night he will arise
Renegade,Renegade,renegade renegade
Renegade,Renegade,committed the ultimate sin
Renegade,Renegade,renegade renegade
Renegade,Renegade,this time the prowler will win
Renegade,Renegade,he stalks in shadow lands soundless with gun in hand
Renegade,Renegade,striking like a reptile so fierce
Renegade,Renegade,no chance to get away no time for your last prayer
Renegade,Renegade,when the prowler sneaks up from behind
Renegade,Renegade,an outlaw chasing outlaws the hunter takes his pray
Renegade,Renegade,the law of the jungle he obeys
Renegade,Renegade,craving for the danger to even out the scores
Renegade,Renegade,face to face once and for all
Renegade,Renegade,renegade renegade
Renegade,Renegade,committed the ultimate sin
Renegade,Renegade,renegade renegade
Renegade,Renegade,this time the prowler will win
Renegade,Renegade,on through the night he rides on his raging horse made of steel
Renegade,Renegade,nothing can save you now before the renegade you will kneel
Renegade,Renegade,renegade renegade
Renegade,Renegade,committed the ultimate sin
Renegade,Renegade,renegade renegade
Renegade,Renegade,this time the prowler will win
Renegade,Renegade,renegade renegade
Renegade,Renegade,committed the ultimate sin
Renegade,Renegade,renegade renegade
Renegade,Renegade,this time the prowler will win
Steel Meets Steel,Steel Meets Steel,back in 1095 when the call to arms came
Steel Meets Steel,Steel Meets Steel,we had the red cross sown on
Steel Meets Steel,Steel Meets Steel,sent to save the holy land and crush the infidels
Steel Meets Steel,Steel Meets Steel,with strength from above
Steel Meets Steel,Steel Meets Steel,steel meets steel
Steel Meets Steel,Steel Meets Steel,on towards victory we march the guiding star
Steel Meets Steel,Steel Meets Steel,lead us to the battle field
Steel Meets Steel,Steel Meets Steel,there the heathens were subdued and in the end
Steel Meets Steel,Steel Meets Steel,we forced them all to yield or die
Steel Meets Steel,Steel Meets Steel,steel meets steel
Steel Meets Steel,Steel Meets Steel,in july in 99 the holy city was stormed and won
Steel Meets Steel,Steel Meets Steel,jerusalem was freed we thanked the lord for our glory
Steel Meets Steel,Steel Meets Steel,we the templars have survived by honor and pride
Steel Meets Steel,Steel Meets Steel,and the blessing of the sword
Steel Meets Steel,Steel Meets Steel,the quest of the war forever sung
Steel Meets Steel,Steel Meets Steel,to the sound of steel meets steel
Steel Meets Steel,Steel Meets Steel,steel meets steel
Crimson Thunder,Crimson Thunder,we are the voices in the dark
Crimson Thunder,Crimson Thunder,inside the fire we are the
Crimson Thunder,Crimson Thunder,eternal spark that will guide the way
Crimson Thunder,Crimson Thunder,we are the stars up in sky
Crimson Thunder,Crimson Thunder,we gather winds so you can fly
Crimson Thunder,Crimson Thunder,we are the light when youre sleeping
Crimson Thunder,Crimson Thunder,all your dreams can come true
Crimson Thunder,Crimson Thunder,where do we go
Crimson Thunder,Crimson Thunder,were just a heartbeat away
Crimson Thunder,Crimson Thunder,follow the signs of the crimson thunder
Crimson Thunder,Crimson Thunder,we will stay by your side
Crimson Thunder,Crimson Thunder,let our voices be there to guide you
Crimson Thunder,Crimson Thunder,we are forces in the rain
Crimson Thunder,Crimson Thunder,inside your heart we are the
Crimson Thunder,Crimson Thunder,unending answer to all your fears
Crimson Thunder,Crimson Thunder,so take a step towards the light
Crimson Thunder,Crimson Thunder,the crimson sky fulfills the night
Crimson Thunder,Crimson Thunder,the revelation is near
Crimson Thunder,Crimson Thunder,all your dreams can come true
Crimson Thunder,Crimson Thunder,where do we go
Crimson Thunder,Crimson Thunder,were just a heartbeat away
Crimson Thunder,Crimson Thunder,follow the signs of the crimson thunder
Crimson Thunder,Crimson Thunder,we will stay by your side
Crimson Thunder,Crimson Thunder,let our voices be there to guide you
Crimson Thunder,Crimson Thunder,all your dreams can come true
Crimson Thunder,Crimson Thunder,follow the signs of the crimson thunder
Templars of Steel,Templars of Steel,the hands of time have brought you here
Templars of Steel,Templars of Steel,to make a change to break down the walls
Templars of Steel,Templars of Steel,you are the ones and you are the only
Templars of Steel,Templars of Steel,trying to live by your own goals
Templars of Steel,Templars of Steel,and you all cry for freedom
Templars of Steel,Templars of Steel,raise your fists to the sky
Templars of Steel,Templars of Steel,let your voice speak for the revolution
Templars of Steel,Templars of Steel,all join forces with all the powers that you feel
Templars of Steel,Templars of Steel,let your heart beat for the revolution
Templars of Steel,Templars of Steel,led by the templars of steel
Templars of Steel,Templars of Steel,letâ´s spread the word of the sole survivors
Templars of Steel,Templars of Steel,with metal pounding inside their souls
Templars of Steel,Templars of Steel,the fire burns and it will forever
Templars of Steel,Templars of Steel,blaze for the ones who stands strong
Templars of Steel,Templars of Steel,and you all cry for freedom
Templars of Steel,Templars of Steel,with your fists in the sky
Templars of Steel,Templars of Steel,let your voice speak for the revolution
Templars of Steel,Templars of Steel,all join forces with all the powers that you feel
Templars of Steel,Templars of Steel,let your heart beat for the revolution
Templars of Steel,Templars of Steel,led by the templars of steel
Templars of Steel,Templars of Steel,you are the templars of steel
Templars of Steel,Templars of Steel,oh oh oh
Templars of Steel,Templars of Steel,let your voice speak for the revolution
Templars of Steel,Templars of Steel,all join forces with all the powers that you feel
Templars of Steel,Templars of Steel,let your heart beat for the revolution
Templars of Steel,Templars of Steel,led by the templars of steel
Templars of Steel,Templars of Steel,let your voice speak for the revolution
Templars of Steel,Templars of Steel,all join forces with all the powers that you feel
Templars of Steel,Templars of Steel,let your heart beat for the revolution
Templars of Steel,Templars of Steel,led by the templars of steel
Templars of Steel,Templars of Steel,you are the templars of steel
Hearts on Fire,Hearts on Fire,we saw the writings on the wall
Hearts on Fire,Hearts on Fire,when heathens ruled above us all
Hearts on Fire,Hearts on Fire,tormented we still heard the call
Hearts on Fire,Hearts on Fire,you come to bring us down
Hearts on Fire,Hearts on Fire,wield the scepter steal the crown
Hearts on Fire,Hearts on Fire,time on the throne is running out
Hearts on Fire,Hearts on Fire,âcause seasons change but we are still the same
Hearts on Fire,Hearts on Fire,event though the cold winds blow were burning like a flame
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,burning for the steel
Hearts on Fire,Hearts on Fire,hearts on fire
Hearts on Fire,Hearts on Fire,for years shunned by society
Hearts on Fire,Hearts on Fire,outcasts condemned for our beliefs
Hearts on Fire,Hearts on Fire,our legions grew in secrecy
Hearts on Fire,Hearts on Fire,and now the time is here
Hearts on Fire,Hearts on Fire,i see the templars everywhere
Hearts on Fire,Hearts on Fire,the freedom call is drawing near
Hearts on Fire,Hearts on Fire,we hold our rebel banners up with pride
Hearts on Fire,Hearts on Fire,the colors crimson and the hammer is the sign
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desire
Hearts on Fire,Hearts on Fire,burning for the steel
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,hearts on fire hearts on fire
Hearts on Fire,Hearts on Fire,burning burning with desireâ¦
Hearts on Fire,Hearts on Fire,hearts on fire
Hammerfall,Hammerfall,silent screaming 
Hammerfall,Hammerfall,youre on your own
Hammerfall,Hammerfall,balancing on a blade between 
Hammerfall,Hammerfall,whats right and what is wrong
Hammerfall,Hammerfall,dont loose your faith dont sit there in silence
Hammerfall,Hammerfall,show your strength lets hail the metal gods bare your heart
Hammerfall,Hammerfall,all for one our burning hearts will live forever
Hammerfall,Hammerfall,one for all together standing strong
Hammerfall,Hammerfall,hammerfall we will prevail
Hammerfall,Hammerfall,hammerfall let us hail
Hammerfall,Hammerfall,we share a dream the future is ours
Hammerfall,Hammerfall,a metal heart is hard to tear apart heed the call
Hammerfall,Hammerfall,a flash of light calls out the providers
Hammerfall,Hammerfall,we run this race but we will never crawl all hail hammerfall
Hammerfall,Hammerfall,all for one our burning hearts will live forever
Hammerfall,Hammerfall,one for all together standing strong
Hammerfall,Hammerfall,hammerfall we will prevail
Hammerfall,Hammerfall,hammerfall let us hail
Hammerfall,Hammerfall,we share a dream the future is ours
Hammerfall,Hammerfall,a metal heart is hard to tear apart heed the call
Hammerfall,Hammerfall,a flash of light calls out the providers
Hammerfall,Hammerfall,we run this race but we will never crawl all hail hammerfall
Hammerfall,Hammerfall,just follow your heart dont listen to the crowd
Hammerfall,Hammerfall,the wisdom the voice is calling from inside
Hammerfall,Hammerfall,the time long forgotten will soon come again
Hammerfall,Hammerfall,prepare for the meeting the gods of metal reign
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],ride through the valley in thunder and rain
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],the battle is raging redeem this domain
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],the castle of eden lies silent above
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],darkness surrounded us away we must go
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i look through the eyes of the world
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i see theres a stranger among us
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],awaiting a sign from above
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],to conquer the power and the glory
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],enter the battle our will to enchain
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],bringing us forward defeating the pain
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],into the meeting with swords made of steel
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],were standing together the secret reveals
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i look through the eyes of the world
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i know whos the stranger among us
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],awaiting a sign from above
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],to conquer the power and glory
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],come across to the promised land
